id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
5771,0,Viral image,"A photograph shows Beto O’Rourke nearly nude with the words ""feminist,"" ""atheist"" and ""slut"" on his body.",3/14/2019,social_media,Ciara O'Rourke,3/15/2019,https://www.politifact.com/factchecks/2019/mar/15/viral-image/no-isnt-photo-beto-orourke/
5772,0,Bloggers,"Warren Buffett recently said ""Scrap Obamacare and Start All Over.""",9/13/2013,blog,Becky Bowers,9/17/2013,https://www.politifact.com/factchecks/2013/sep/17/blog-posting/bloggers-say-warren-buffett-recently-turned-agains/
5773,1,Laura Ingraham,"After the attack on a U.S. diplomatic mission in Benghazi, Libya, ""the ambassador's body was dragged through the street.""",5/4/2014,television,Jon Greenberg,5/5/2014,https://www.politifact.com/factchecks/2014/may/05/laura-ingraham/ingraham-recycles-incorrect-benghazi-claim/
5774,0,Kelda Helen Roys,"""Under Trump’s new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.",12/1/2017,social_media,Tom Kertscher,12/13/2017,https://www.politifact.com/factchecks/2017/dec/13/kelda-helen-roys/claim-998-americans-wouldnt-get-tax-cut-under-gop-/
5775,2,Ron Paul,Says the Department of Defense changed its definitions of al-Qaeda and the Taliban making it so almost anybody can be loosely associated with the groups.,11/22/2011,television,W. Gardner Selby,12/4/2011,https://www.politifact.com/factchecks/2011/dec/04/ron-paul/ron-paul-says-defense-department-budget-changes-de/
5776,1,Pat McCrory,"""We have not taken away any rights that have currently existed in any city in North Carolina"" with the passage of HB2.",3/28/2016,speech,Will Doran,3/30/2016,https://www.politifact.com/factchecks/2016/mar/30/pat-mccrory/pat-mccrory-wrong-when-he-says-north-carolinas-new/
5777,3,Joe Biden,"""For four years, I was a full professor at the University of Pennsylvania.""",4/14/2022,speech,Louis Jacobson,4/22/2022,https://www.politifact.com/factchecks/2022/apr/22/joe-biden/fact-checking-joe-biden-being-full-professor-four-/
5778,0,Bloggers,"Says that Dianne Feinstein said, ""When the gunman realizes that nobody else is armed, he will lay down his weapons and turn himself in…. that’s just human nature.""",9/24/2018,social_media,Maryna Dorosh,9/24/2018,https://www.politifact.com/factchecks/2018/sep/24/blog-posting/false-dian-feinstein-quote-about-gunman-comes-back/
5779,0,Democratic Party of Wisconsin,"As part of efforts to rein in protesters, Republicans in Wisconsin have ""bolted windows inside the Capitol shut.""",3/2/2011,news,James B. Nelson,3/4/2011,https://www.politifact.com/factchecks/2011/mar/04/state-democratic-party-wisconsin/wisconsin-democratic-party-says-response-protester/
5780,3,Facebook posts,"""So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.""",3/15/2020,social_media,Bill McCarthy,3/23/2020,https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/what-kushner-linked-company-has-do-coronavirus-tes/
5781,4,Alan Grayson,"""The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.""",11/17/2010,speech,Aaron Sharockman,11/30/2010,https://www.politifact.com/factchecks/2010/nov/30/alan-grayson/alan-grayson-going-down-swinging-bush-tax-cut-exte/
5782,5,Hillary Clinton,"Says Donald Trump’s tax plan gives the wealthy and corporations ""more than the Bush tax cuts by at least a factor of two.""",10/9/2016,speech,Linda Qiu,10/11/2016,https://www.politifact.com/factchecks/2016/oct/11/hillary-clinton/clinton-right-trump-tax-plan-gives-more-rich-bush-/
5783,1,Facebook posts,Says Mike Pence was arrested.,1/6/2021,social_media,Ciara O'Rourke,1/8/2021,https://www.politifact.com/factchecks/2021/jan/08/facebook-posts/no-mike-pence-wasnt-arrested/
5784,2,Democratic Congressional Campaign Committee,"""Rep. Jim Renacci’s plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.""",6/8/2011,news,Sabrina Eaton,6/28/2011,https://www.politifact.com/factchecks/2011/jun/28/democratic-congressional-campaign-committee/dccc-says-rep-jim-renacci-plan-would-jeopardize-nu/
5785,3,Bernie Sanders,"Says Senate deliberations on the Affordable Care Act in 2009 and 2010 included hundreds of hours of debate and more than 100 Republican amendments, compared with zero for the American Health Care Act this year.",6/13/2017,social_media,Louis Jacobson,6/14/2017,https://www.politifact.com/factchecks/2017/jun/14/bernie-sanders/bernie-sanders-tweet-exaggerates-lack-input-senate/
5786,1,Michele Bachmann,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",3/25/2009,news,Alexander Lane,4/1/2009,https://www.politifact.com/factchecks/2009/apr/01/michele-bachmann/defending-dollar-bachmann-distorts-geithners-comme/
5787,1,Viral image,"The Dayton, Ohio, shooting suspect died in 2014.",8/5/2019,social_media,Ciara O'Rourke,8/6/2019,https://www.politifact.com/factchecks/2019/aug/06/viral-image/no-dayton-shooting-suspect-didnt-die-2014/
5788,4,Ron DeSantis,"""The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.""",8/10/2020,other,Phil Galewitz,8/20/2020,https://www.politifact.com/factchecks/2020/aug/20/ron-desantis/desantis-says-covid-lower-risk-school-aged-kids-fl/
5789,0,Facebook posts,"Joe Biden resigned and ""Trump is the new president.""",6/7/2022,social_media,Ciara O'Rourke,6/9/2022,https://www.politifact.com/factchecks/2022/jun/09/facebook-posts/no-biden-didnt-resign-and-trump-didnt-replace-him/
5790,5,John Kerry,"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",7/11/2018,statement,Jon Greenberg,7/12/2018,https://www.politifact.com/factchecks/2018/jul/12/john-kerry/john-kerry-rebuts-trump-nato-spending-was-not-down/
5791,3,Barack Obama,"Says his budget plan ""would cut our deficits by $4 trillion.""",9/6/2012,speech,Jon Greenberg,9/7/2012,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/obama-says-budget-plan-cut-deficits-4-trillion/
5792,4,Eric Cantor,"The U.S. economy ""is three times as big as China's.""",11/14/2011,news,Sean Gorman,12/5/2011,https://www.politifact.com/factchecks/2011/dec/05/eric-cantor/eric-cantor-says-us-economy-three-larger-chinas/
5793,1,Viral image,"""Amazon accepts Dogecoin.""",5/8/2021,social_media,Ciara O'Rourke,5/12/2021,https://www.politifact.com/factchecks/2021/may/12/viral-image/no-amazon-doesnt-accept-dogecoin/
5794,0,Facebook posts,Says Bubba Watson wrote a viral Facebook post about Black Lives Matter.,7/15/2020,social_media,Ciara O'Rourke,8/4/2020,https://www.politifact.com/factchecks/2020/aug/04/facebook-posts/bubba-watson-didnt-write-facebook-post-about-black/
5795,2,Amy Klobuchar,"""While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.""",2/25/2020,speech,Haley BeMiller,3/2/2020,https://www.politifact.com/factchecks/2020/mar/02/amy-klobuchar/Klobuchar-misfires-Wisconsin-voter-claim/
5796,1,Viral image,The mother of a missing boy in Nebraska confessed to killing him.,5/24/2021,social_media,Ciara O'Rourke,5/26/2021,https://www.politifact.com/factchecks/2021/may/26/viral-image/police-chief-criticizes-rumors-about-case-missing-/
5797,0,Donald Trump,"""No candidate has ever won both Florida and Ohio and lost.""",12/9/2020,social_media,Amy Sherman,12/10/2020,https://www.politifact.com/factchecks/2020/dec/10/donald-trump/trump-said-no-candidate-has-won-florida-and-ohio-a/
5798,1,Facebook posts,"""A portion of everything you pay A.A.R.P goes directly to the Democratic Party.""",9/7/2020,social_media,Madison Czopek,9/18/2020,https://www.politifact.com/factchecks/2020/sep/18/facebook-posts/no-aarp-isnt-sending-money-democratic-party/
5799,1,Facebook posts,Says a video captures sound from the surface of Mars,2/16/2021,social_media,Samantha Putterman,2/25/2021,https://www.politifact.com/factchecks/2021/feb/25/facebook-posts/mars-clip-was-taken-2019-panoramic-image-and-doesn/
5800,5,Eric Cantor,"There is ""a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.""",4/27/2011,other,Wes Hester,5/9/2011,https://www.politifact.com/factchecks/2011/may/09/eric-cantor/eric-cantor-says-almost-50-percent-americans-dont-/
5801,2,Rebecca Kleefisch,"Says Gov. Tony Evers gave $2.4 million in COVID relief money to Planned Parenthood affiliates throughout Wisconsin ""to bail them out and fund abortions.""",3/9/2022,campaign,Madeline Heim,3/25/2022,https://www.politifact.com/factchecks/2022/mar/25/rebecca-kleefisch/yes-evers-gave-covid-relief-money-planned-parentho/
5802,0,Mark Pocan,"Ron Johnson didn’t ""show up"" for a day of impeachment hearings.",2/12/2021,social_media,Eric Litke,2/16/2021,https://www.politifact.com/factchecks/2021/feb/16/mark-pocan/yes-ron-johnson-attended-impeachment-hearings/
5803,5,Amy Klobuchar,"Says Pete Buttigieg ran statewide in Indiana and ""lost by 20 points.""",12/20/2019,speech,Aaron Sharockman,12/20/2019,https://www.politifact.com/factchecks/2019/dec/20/amy-klobuchar/its-true-he-was-mayor-pete-buttigieg-ran-statewide/
5804,2,Mitch McConnell,"""The president’s own advisers have said there’s a war on coal.""",9/18/2013,campaign,Jon Greenberg,9/23/2013,https://www.politifact.com/factchecks/2013/sep/23/mitch-mcconnell/mcconnell-links-obama-war-coal/
5805,0,Bloggers,"""BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs""",3/10/2017,news,Chris Nichols,4/2/2017,https://www.politifact.com/factchecks/2017/apr/02/blog-posting/websites-spread-fake-news-nancy-pelosi-was-arreste/
5806,1,Facebook posts,"Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are ""price gouging.""",3/14/2022,social_media,Madison Czopek,3/17/2022,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/persistent-high-gas-prices-dont-prove-price-gougin/
5807,5,Bill Clinton,"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 (million).""",9/5/2012,speech,Louis Jacobson,9/6/2012,https://www.politifact.com/factchecks/2012/sep/06/bill-clinton/bill-clinton-says-democratic-presidents-top-republ/
5808,2,Alberta Darling,"Wisconsin’s criminal threshold for drunken-driving is ""way out of line"" with ""states surrounding us,"" which ""have the second offense as a felony.""",8/15/2013,testimony,Dave Umhoefer,8/25/2013,https://www.politifact.com/factchecks/2013/aug/25/alberta-darling/alberta-darling-says-wisconsins-neighbors-make-fel/
5809,1,Tammy Baldwin,"Says the Trump administration ""has banned the CDC even using the word ‘transgender.’ """,6/26/2018,meeting,D.L. Davis,8/17/2018,https://www.politifact.com/factchecks/2018/aug/17/tammy-baldwin/sen-tammy-baldwins-claim-about-trump-administratio/
5810,4,Joe Biden,"""More cops have died from COVID this year than have been killed on patrol.""",8/31/2020,speech,Jon Greenberg,9/2/2020,https://www.politifact.com/factchecks/2020/sep/02/joe-biden/has-covid-19-killed-more-cops-all-other-causes/
5811,2,Ed Schultz,"""Ninety-eight percent of the American people will not see their taxes go up"" due to the House health care bill.",11/20/2009,television,Louis Jacobson,11/27/2009,https://www.politifact.com/factchecks/2009/nov/27/ed-schultz/schultz-says-health-care-bill-will-only-tax-top-2-/
5812,1,Facebook posts,"""Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals""",2/2/2022,news,Monique Curet,2/4/2022,https://www.politifact.com/factchecks/2022/feb/04/facebook-posts/spikevax-and-comirnaty-are-brand-names-existing-co/
5813,3,Barack Obama,"""My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.""",6/4/2013,speech,Louis Jacobson,6/7/2013,https://www.politifact.com/factchecks/2013/jun/07/barack-obama/barack-obama-says-his-judicial-nominees-have-faced/
5814,3,Hillary Clinton,"""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.""",11/14/2015,speech,Lauren Carroll,11/17/2015,https://www.politifact.com/factchecks/2015/nov/17/hillary-clinton/hillary-clinton-3000-killed-guns-between-nevada-an/
5815,2,Rahm Emanuel,"Says Chicago’s reduction in teen smoking over the last eight years is the ""largest drop in the United States of America.""",4/7/2019,speech,Kiannah Sepeda-Miller,4/14/2019,https://www.politifact.com/factchecks/2019/apr/14/rahm-emanuel/emanuel-blows-smoke-about-cigarette-use-among-chic/
5816,2,Donald Trump,"Election officials are ""sending 80 million ballots all over the country. Eighty million ballots, non-requested. I call them ‘unsolicited ballots.’""",9/7/2020,news,Amy Sherman,9/10/2020,https://www.politifact.com/factchecks/2020/sep/10/donald-trump/trumps-misleading-claim-about-unsolicited-mail-bal/
5817,3,Newt Gingrich,"""A large number of the uninsured earn $75,000 or more a year.""",5/15/2011,news,Angie Drobnic Holan,6/15/2011,https://www.politifact.com/factchecks/2011/jun/15/newt-gingrich/newt-gingrich-says-large-number-uninsured-make-mor/
5818,3,Rick Scott,Says Florida's pension plan faces the same long-term funding problems as Social Security.,2/23/2011,speech,Aaron Sharockman,2/25/2011,https://www.politifact.com/factchecks/2011/feb/25/rick-scott/gov-rick-scott-compares-state-pension-problems-soc/
5819,0,Donald Trump,"""We have a fire marshal that said, 'Oh we can't allow more people’ ...  And the reason they won't let them in is because they don't know what the hell they're doing.""",7/29/2016,speech,Alan Gathright,8/3/2016,https://www.politifact.com/factchecks/2016/aug/03/donald-trump/trump-falsely-accuses-colorado-fire-marshal-incomp/
5820,4,George Allen,The cost of a gas tank fill-up has risen $30 since Barack Obama became president.,2/6/2012,news,Sean Gorman,2/20/2012,https://www.politifact.com/factchecks/2012/feb/20/george-allen/president-doesnt-control-gas-prices/
5821,1,Instagram posts,"""Biden orders dishonorable discharge for 46% of troops who refuse vaccine.""",9/27/2021,social_media,Bill McCarthy,10/1/2021,https://www.politifact.com/factchecks/2021/oct/01/instagram-posts/biden-hasnt-ordered-dishonorable-discharges-vaccin/
